feature,enrich_group,ef_lda,pvalue,padj
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus,healthy,2.39176716,0.3718418,0.3718418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__un_g__Peptococcus,healthy,2.38807309,0.3718418,0.3718418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae,healthy,2.37728784,0.4341852,0.4341852
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae,healthy,2.36350126,0.009232773,0.009232773
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,healthy,2.36051982,0.898019,0.898019
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_f__Bacillaceae,healthy,2.34264436,0.886389,0.886389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerosinus,healthy,2.33808647,0.5267907,0.5267907
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerosinus|s__glycerini,healthy,2.33687891,0.5267907,0.5267907
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Trigonala|s__elaeagnus,healthy,2.33483379,0.01180231,0.01180231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Trigonala,healthy,2.33420174,0.01180231,0.01180231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Ruminococcus_f__Lachnospiraceae|s__gauvreauii,healthy,2.30139496,0.369587,0.369587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira,healthy,2.2568332,0.2689144,0.2689144
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__un_g__Lachnospira,healthy,2.25581218,0.2633399,0.2633399
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__aerotolerans,healthy,2.25349604,0.02500935,0.02500935
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__symbiosum,healthy,2.23544677,0.1895256,0.1895256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__aldenense,healthy,2.22540332,0.05767283,0.05767283
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__un_g__Lactobacillus,healthy,2.19537257,0.5897144,0.5897144
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,healthy,2.15305306,0.6422365,0.6422365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__colinum,healthy,2.15159561,0.03099987,0.03099987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__producta,healthy,2.1430879,0.3246671,0.3246671
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Sporobacter,healthy,2.1417235,0.1082488,0.1082488
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Sporobacter|s__termitidis,healthy,2.1417235,0.1082488,0.1082488
k__Bacteria|p__Fusobacteria,healthy,2.12658975,0.3622189,0.3622189
k__Bacteria|p__Fusobacteria|c__Fusobacteriia,healthy,2.12658975,0.3622189,0.3622189
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,healthy,2.12658975,0.3622189,0.3622189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Hespellia,healthy,2.10142321,0.02089736,0.02089736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__saccharolyticum_g__Clostridium,healthy,2.09898779,0.4263121,0.4263121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Hespellia|s__stercorisuis,healthy,2.09362245,0.1167642,0.1167642
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,healthy,2.09077876,0.6031079,0.6031079
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__un_g__Fusobacterium,healthy,2.09077876,0.6031079,0.6031079
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Rahnella|s__aquatilis_g__Rahnella,healthy,2.08683478,0.7167991,0.7167991
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Rahnella,healthy,2.08523286,0.7167991,0.7167991
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus_f__Ruminococcaceae|s__flavefaciens,healthy,2.08388888,0.4043466,0.4043466
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella,healthy,2.080154,0.5540439,0.5540439
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__cibaria,healthy,2.08007979,0.5152406,0.5152406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Clostridium_f__Ruminococcaceae|s__methylpentosum,healthy,2.05907989,0.01899368,0.01899368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Bacteroides_f__Ruminococcaceae|s__cellulosolvens,healthy,2.01892166,0.0003574163,0.0003574163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Bacteroides_f__Ruminococcaceae,healthy,2.01806969,0.0003574163,0.0003574163
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azorhizophilus,healthy,1.99111031,0.5740885,0.5740885
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__WAL_1855D,healthy,1.98616153,0.9088546,0.9088546
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__WAL_1855D|s__un_g__WAL_1855D,healthy,1.97845351,0.9088546,0.9088546
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__[Thermicanaceae]|g__Bacillus_f__[Thermicanaceae]|s__schlegelii,healthy,1.97305812,0.1247325,0.1247325
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azorhizophilus|s__un_g__Azorhizophilus,healthy,1.96806547,0.5740885,0.5740885
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridium_f__Peptostreptococcaceae,healthy,1.95124616,0.144153,0.144153
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella,healthy,1.94295688,0.03635455,0.03635455
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__un_g__Christensenella,healthy,1.94295688,0.03635455,0.03635455
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridium_f__Peptostreptococcaceae|s__ruminantium_g__Clostridium,healthy,1.91508046,0.3320025,0.3320025
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae]|g__Odoribacter,healthy,1.83862995,0.03537664,0.03537664
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae]|g__Odoribacter|s__un_g__Odoribacter,healthy,1.83862995,0.03537664,0.03537664
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,healthy,1.83154974,0.1682073,0.1682073
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Mitsuokella|s__un_g__Mitsuokella,healthy,1.82485108,0.3995338,0.3995338
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Clostridium_f__Ruminococcaceae|s__islandicum,healthy,1.81610046,0.08608073,0.08608073
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_f__Clostridiaceae|s__purinilyticum,healthy,1.81167796,0.6519759,0.6519759
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,healthy,1.80339637,0.4930664,0.4930664
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__formigenes,healthy,1.78855236,0.1584424,0.1584424
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter,healthy,1.78644601,0.1584424,0.1584424
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__un_g__Porphyromonas,healthy,1.78332515,0.140144,0.140144
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,healthy,1.76072393,0.005281116,0.005281116
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__un_g__Holdemania,healthy,1.75642446,0.005281116,0.005281116
k__Bacteria|p__Lentisphaerae,healthy,1.74685908,0.2425777,0.2425777
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria],healthy,1.74582028,0.2425777,0.2425777
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__fimetarium,healthy,1.74464324,0.3630108,0.3630108
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__un_f__Elusimicrobiaceae|s__un_f__Elusimicrobiaceae,healthy,1.71311164,0.399775,0.399775
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia,healthy,1.71244931,0.9232336,0.9232336
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,healthy,1.71181701,0.05724013,0.05724013
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__un_g__Scardovia,healthy,1.70421618,0.9232336,0.9232336
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae,healthy,1.70338784,0.399775,0.399775
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia,healthy,1.69967435,0.399775,0.399775
k__Bacteria|p__Elusimicrobia,healthy,1.6970831,0.399775,0.399775
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__un_f__Elusimicrobiaceae,healthy,1.69566745,0.399775,0.399775
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales,healthy,1.68702502,0.399775,0.399775
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__un_g__Methanosphaera,healthy,1.67842232,0.2601229,0.2601229
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera,healthy,1.67460901,0.2601229,0.2601229
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__[Clostridium]|s__sordellii,healthy,1.66595627,0.2474173,0.2474173
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Symbiobacteriaceae|g__Caldinitratiruptor,healthy,1.65842334,0.001881096,0.001881096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Symbiobacteriaceae|g__Caldinitratiruptor|s__microaerophilus,healthy,1.65645358,0.001881096,0.001881096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Symbiobacteriaceae,healthy,1.65310659,0.001881096,0.001881096
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales,healthy,1.64651589,0.3550206,0.3550206
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales|f__Victivallaceae,healthy,1.64492662,0.3550206,0.3550206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__1-68,healthy,1.63284677,0.3512757,0.3512757
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__1-68|s__un_g__1-68,healthy,1.62735811,0.3512757,0.3512757
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales|f__Victivallaceae|g__un_f__Victivallaceae|s__un_f__Victivallaceae,healthy,1.62449756,0.2193614,0.2193614
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales|f__Victivallaceae|g__un_f__Victivallaceae,healthy,1.61773675,0.2193614,0.2193614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum,healthy,1.58653206,4.585434e-05,4.585434e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__un_g__Anaerofilum,healthy,1.58353197,4.585434e-05,4.585434e-05
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_f__Erysipelotrichaceae|s__spiroforme,healthy,1.56240246,0.004402767,0.004402767
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,healthy,1.55950765,0.3976132,0.3976132
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__ignava,healthy,1.54914437,0.2962194,0.2962194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella,healthy,1.54319777,0.2962194,0.2962194
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,healthy,1.53532004,0.005462555,0.005462555
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__oxamicus,healthy,1.5182526,0.02197305,0.02197305
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__dentocariosa,healthy,1.50527371,0.2162286,0.2162286
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium,healthy,1.48051217,0.1953494,0.1953494
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__somerae,healthy,1.46382788,0.1953494,0.1953494
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__cateniformis,healthy,1.43641711,0.0202765,0.0202765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia|s__formatexigens,healthy,1.42885073,0.3062533,0.3062533
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia,healthy,1.42754607,0.3062533,0.3062533
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,healthy,1.42592831,0.5584569,0.5584569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter,healthy,1.41651694,0.5413084,0.5413084
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales,healthy,1.40548496,0.06242272,0.06242272
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,healthy,1.40360451,0.06242272,0.06242272
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae,healthy,1.40149273,0.07181441,0.07181441
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella,healthy,1.39241715,0.01569424,0.01569424
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__un_g__Gardnerella,healthy,1.39102137,0.01569424,0.01569424
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Desmospora,healthy,1.38496689,0.1555714,0.1555714
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Desmospora|s__activa,healthy,1.37560482,0.1555714,0.1555714
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__vaginae,healthy,1.3616791,0.02469728,0.02469728
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae,healthy,1.34738106,0.2217898,0.2217898
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter_Eubacterium|s__un_g__Pseudoramibacter_Eubacterium,healthy,1.30227228,0.2760413,0.2760413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter_Eubacterium,healthy,1.29927399,0.2760413,0.2760413
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Cytophagales|s__QSSC5-1,healthy,1.29600254,0.04995503,0.04995503
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Cytophagales,healthy,1.29170475,0.04995503,0.04995503
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__durum,healthy,1.26460707,0.4202954,0.4202954
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Flexispira,healthy,1.26406494,0.07018854,0.07018854
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Barnesiellaceae]|g__Barnesiella,healthy,1.26368959,0.1713831,0.1713831
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Flexispira|s__un_g__Flexispira,healthy,1.25821896,0.07913826,0.07913826
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus,healthy,1.25455875,0.4500996,0.4500996
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__un_g__Mobiluncus,healthy,1.2530025,0.4500996,0.4500996
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__un_g__Varibaculum,healthy,1.25141437,0.2936503,0.2936503
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum,healthy,1.25061023,0.2936503,0.2936503
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__un_g__Lactococcus,healthy,1.24593571,0.01198808,0.01198808
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__ph2,healthy,1.23322318,0.09378456,0.09378456
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__ph2|s__un_g__ph2,healthy,1.22967483,0.09378456,0.09378456
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__mucosae,healthy,1.22742512,0.6609504,0.6609504
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae,healthy,1.2249518,0.4278033,0.4278033
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Pyramidobacter|s__piscolens,healthy,1.22261869,0.8888145,0.8888145
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Pyramidobacter,healthy,1.21820629,0.8888145,0.8888145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Oxobacter,healthy,1.19927742,0.128053,0.128053
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__johnsonii,healthy,1.19827767,0.1953494,0.1953494
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Oxobacter|s__un_g__Oxobacter,healthy,1.19576632,0.128053,0.128053
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales,healthy,1.17965109,0.2712502,0.2712502
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,healthy,1.15702238,0.4420399,0.4420399
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae,healthy,1.15523055,0.3392705,0.3392705
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfonema|s__ishimotonii,healthy,1.15369622,0.3392705,0.3392705
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfonema,healthy,1.15052199,0.3392705,0.3392705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Barnesiellaceae]|g__Barnesiella|s__viscericola,healthy,1.1436774,0.3169436,0.3169436
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__kristinae,healthy,1.13893141,0.1768346,0.1768346
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__sobrinus,healthy,1.13732491,0.3697002,0.3697002
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae]|g__[Prevotella]|s__tannerae,healthy,1.13729318,0.4555457,0.4555457
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__plantarum,healthy,1.12485316,0.6118493,0.6118493
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria,healthy,1.11446953,0.3062533,0.3062533
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum,healthy,1.11194567,0.3169436,0.3169436
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__un_g__Allobaculum,healthy,1.11178819,0.3169436,0.3169436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__satelles,healthy,1.10929732,0.2329397,0.2329397
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__alaskensis,healthy,1.10162071,0.1953494,0.1953494
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Z20,healthy,1.09971921,0.4090788,0.4090788
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Z20|f__R4-45B|g__un_f__R4-45B|s__un_f__R4-45B,healthy,1.09316931,0.4090788,0.4090788
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Z20|f__R4-45B,healthy,1.09292013,0.4090788,0.4090788
k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Z20|f__R4-45B|g__un_f__R4-45B,healthy,1.09221782,0.4090788,0.4090788
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridium_f__Peptostreptococcaceae|s__sticklandii_g__Clostridium,healthy,1.08385111,0.1567072,0.1567072
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__guillouiae,healthy,1.08077318,0.2540961,0.2540961
